Cancelled,Loan_Num,Accepted_Date,Default_Charge,Late_Charge,NSF_Charge,Premium,Down,AmtFin,FinChg,APR,Term,Mature_Date,Payments_Rcvd,Agent_ID,Borrower_ID,Borrower_State,Borrower_Zip,Agent_State,Exposure,Borrower_Category,Borrower_CreditScore,Borrower_EnrolledInEForms,Agent_RegisteredOnWeb,Agent_EnrolledInEForms,Agent_IntentEForm,Agent_CancelEForm,Agent_ReinstateEForm,Agent_PendingPolicyRequestEForm,Agent_ACHPaymentLetterEForm,Agent_RegisteredForCancelListReport,Agent_RegisteredForEimpendingReport,Agent_RecurringACHForm,Agent_EnrolledInCreditProgram,Agent_DownPaymentViaCC,Agent_DownPaymentViaACH,Borrower_RegisteredOnWeb,Borrower_DateRegisteredForWeb,Borrower_RegisteredForEForms,Borrower_DateRegisteredForEForms,Borrower_RegisteredForCancellationWarning,Borrower_DATERegisteredForCancellationWarning,Borrower_Classification,Borrower_SubTerm,Risk_Score,NoticeOfIntentToCancelDate,BankruptcyFlag,RecurringACH_TF
0,B0122C15-63AC-4D8C-A581-75B8E3029E4F,12/8/2017,0,43.23,0,11343.02,3173.26,8169.76,475.34,12.5,10,10/5/2018,10,227,3130671,TX,75040-7466,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/13/2018,1,2/13/2018,1,2/13/2018,General,Personal DBA,C,10/15/2018,NULL,0
0,17280725-F884-4F0F-BFE2-50B2D5973A49,12/28/2017,0,131.88,0,4991.56,1516.22,3475.34,292.26,17.95,10,10/16/2018,10,228,3131396,AL,36853-4690,TX,0,NULL,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3/30/2018,1,3/30/2018,1,3/30/2018,General,General Other,C,10/22/2018,NULL,0
0,BE3D61A3-7FDA-497F-AE20-CD4BA3E1347F,1/12/2015,0,24.06,0,1022.5,368.12,654.38,67.06,23.95,9,10/4/2015,9,229,3036466,NC,28277-3153,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Construction,General Construction,NULL,10/9/2015,NULL,0
0,68061A1A-51EA-4676-817F-A687AFCBB91D,1/22/2015,0,53.48,0,6306.47,1290,5016.47,313.18,13.35,10,11/9/2015,10,230,3082688,FL,32819-7969,TX,268,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/7/2015,Transportation,General Other,NULL,8/14/2015,NULL,0
0,8CA93395-EBD7-487C-AB76-C76C13FF53E6,1/28/2015,0,7.48,15,1805,563.75,1241.25,105.42,19.95,9,10/23/2015,5,231,3082996,CA,91364,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Retail Trade,General Other,NULL,8/3/2015,NULL,0
0,0EA34D4D-0AED-40F6-922F-86B50EB311A4,2/2/2015,0,0,0,6135,1862.95,4272.05,312.92,17.95,10,11/28/2015,10,232,3083183,TX,76044-3550,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,2/26/2015,General,Personal DBA,NULL,NULL,NULL,0
1,483241C5-D0F3-44AB-9BDA-AD9B203D4C52,2/9/2015,0,0,0,2643.73,712.74,1930.99,162.41,17.95,10,9/4/2015,0,233,3046826,TX,75088,TX,97.42,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,9/11/2013,Services,General Services,NULL,2/13/2015,NULL,0
0,BA6B9FAD-2194-4529-8877-53891315F73F,2/17/2015,0,0,0,8182.12,2243.53,5938.59,387.71,14,10,12/12/2015,10,234,3083992,TX,78570,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,NULL,NULL,NULL,0
0,1C9F6AC0-D35B-4FD1-B4B1-17DF5E893D94,2/17/2015,0,0,0,2215.74,965.98,1249.76,105.44,18,10,12/11/2015,10,235,3083994,TX,78582-9512,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,NULL,NULL,NULL,0
1,3380E163-ECE7-4EDE-A21C-A599C7D924A7,2/19/2015,15,251.18,0,54543,25050,29493,648.48,7.5,6,7/15/2015,3,236,3084080,CA,91201,TX,-5970.74,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,5/26/2015,NULL,0
0,4FDC5CD3-AA0F-4923-A957-33B02CE6CCD1,2/24/2015,0,0,0,889.95,514.95,375,38.37,23.95,9,11/1/2015,9,237,3039920,TX,78114-1659,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Agriculture,Terraforming,NULL,NULL,NULL,0
0,1F2586C7-5940-40AE-925D-192DF0C0EA9E,2/25/2015,0,0,0,4718.17,1296.98,3421.19,261.87,17.95,9,11/13/2015,9,238,3084355,FL,33176-2166,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/11/2016,1,4/11/2016,Services,General Other,NULL,NULL,NULL,0
0,B5D2FE11-02C4-49CA-8FAB-7C2755C60AA6,3/2/2015,0,12.72,0,3328.79,982.2,2346.59,197.31,17.95,10,1/3/2016,10,239,3076120,TX,75206-5157,TX,0,NULL,4,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4/11/2016,1,4/11/2016,1,4/11/2016,Services,Professional Services,NULL,12/14/2015,NULL,0
0,F81CB45C-99C0-4327-B28A-DC0544B56197,3/3/2015,0,0,0,24224.08,5320.02,18904.06,974.53,12,10,1/6/2016,9,240,3042619,TX,78573-3717,TX,683.58,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/7/2013,Transportation,General Transportation,NULL,NULL,NULL,0
0,5BDF166F-1C17-4F3B-94A3-E8BF18B44EAB,3/9/2015,0,25,20,12925.5,2997.9,9927.6,648.1,14,10,1/2/2016,10,241,3084920,NJ,7931,TX,533.61,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Wholesale Trade,Salvage,NULL,1/12/2016,NULL,0
0,19ACD17B-AEE5-4736-94FD-A3D6A3741B9F,3/12/2015,0,0,0,1483.23,445.81,1037.42,97.18,19.95,10,12/6/2015,3,242,3085076,TX,75070,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,Church,NULL,NULL,NULL,0
0,84A2EA82-4592-448C-86CC-2C3E7849FA84,3/18/2015,0,0,0,2831,1172,1659,139.5,17.95,10,12/20/2015,10,243,3058848,TX,76018-2329,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Other,NULL,NULL,NULL,0
0,B3CE88E3-209E-4FDD-ACF5-C7E3195607FE,3/18/2015,0,0,0,5286.8,2188.35,3098.45,247.79,17.95,8,10/23/2015,8,244,3023558,TX,79905-1902,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,10/17/2012,Construction,General Construction,NULL,NULL,NULL,0
0,49EEEB61-AE89-4FB9-8F24-A0D3FBC3A97F,3/18/2015,0,96.52,0,4118.77,1428.13,2690.64,204.78,17.95,3,10/17/2015,3,245,3085411,TX,75088,TX,38.44,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/3/2015,Services,General Other,NULL,7/27/2015,NULL,0
0,8C85FD4F-798A-46D7-9C4C-12FCD870F19A,3/25/2015,0,10.9,0,2521,697.75,1823.25,139.02,17.95,9,12/24/2015,9,246,3066465,CA,92653,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4/24/2014,0,NULL,1,4/25/2014,Services,General Other,NULL,5/29/2015,NULL,0
0,06AFC5C2-C8AD-48CB-90CE-B3424AB17F70,3/25/2015,0,0,0,1876.84,604.21,1272.63,108.15,19.95,9,12/27/2015,9,247,3085788,TX,77523-9593,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Other,NULL,NULL,NULL,0
0,D5A860A0-3840-47D7-93C5-AA3150B19061,4/7/2015,0,23.19,0,5320.67,1442.67,3878,295.75,17.95,9,1/2/2016,9,248,3063133,MS,39505-2563,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,NULL,7/7/2015,NULL,0
0,1B604377-F4EF-43F7-9303-22293B75437B,4/13/2015,0,0,0,1144,286,858,87.9,23.95,9,12/6/2015,9,249,3086637,TX,78114-1659,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,NULL,NULL,NULL,0
1,8D745653-5C61-4EBA-9DE8-CFE5EA4BA83D,4/22/2015,0,4.16,0,1043.86,297.16,746.7,84.4,23.95,10,2/21/2016,0,250,3087149,TX,77651,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Technical Assortment,NULL,6/1/2015,NULL,0
0,4C6FD55F-DF8D-4832-9E4C-63BFAF6721C0,4/22/2015,0,10,0,2532.27,659.32,1872.95,104.5,11.95,10,12/26/2015,10,251,3043442,FL,33180-1812,TX,6.65,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,3/27/2013,Real Estate,Finance,NULL,11/2/2015,NULL,0
0,F80B8549-935E-4BD9-B1B4-7864F6CF9086,4/22/2015,0,0,0,6026,1073.9,4952.1,323.3,14,10,2/28/2016,10,252,3068727,TX,78747-2665,TX,512.68,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,NULL,NULL,NULL,0
0,A45F5F33-13E5-497F-84B6-DF9F879ECF81,4/30/2015,0,109.15,0,5518.46,1492.12,4026.34,338.66,17.95,10,2/18/2016,9,253,3047217,TX,78584-6301,TX,0,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,5/14/2013,Services,Professional Services,NULL,2/29/2016,NULL,0
0,D119678A-D759-473F-A751-2F2F3043FC21,5/15/2015,0,97.2,0,6376.43,1894.11,4482.32,376.98,17.95,10,3/14/2016,10,254,3023743,TX,79159-1802,TX,0,NULL,4,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Other,NULL,3/24/2016,NULL,0
0,9292B4A5-D4D5-40C6-98C6-73C6C69E880B,1/6/2015,0,0,0,2546,1084.25,1461.75,136.95,19.95,10,10/16/2015,10,255,3081905,TX,75002-5098,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,Trucking,NULL,NULL,NULL,0
1,06410B5E-FA6F-4F76-8B35-BF1A3E5CD034,1/6/2015,15,37.82,0,4507.46,1344.54,3162.92,241.24,17.95,9,10/3/2015,6,256,3081912,FL,34748-2964,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,2/16/2015,Real Estate,General Other,NULL,8/10/2015,NULL,0
0,198F1093-35D2-4454-90D5-044976F3871B,1/23/2015,0,0,0,2520,746.25,1773.75,135.33,17.95,9,10/18/2015,9,257,3062466,IL,60060-1751,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,2/1/2016,1,2/1/2016,Services,General Other,NULL,NULL,NULL,0
0,B773A434-2028-46D6-820F-51C5F649224E,1/23/2015,0,0,0,27446,7199,20247,728.57,10.7,7,7/31/2015,7,258,3082761,TX,77568-3723,TX,1025.85,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,NULL,NULL,0
0,3BADD422-326C-4340-B558-BFF53160A4A5,6/11/2015,0,169.47,0,4632,1158,3474,292.2,17.95,10,3/29/2016,10,259,3067642,OK,74701-5032,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,9/14/2015,0,NULL,1,9/14/2015,Services,General Services,NULL,3/10/2016,NULL,0
0,1944437E-5580-4145-9E6F-209DCAED3D1B,1/23/2015,0,0,0,29314.49,5982.89,23331.6,1124.8,12.7,8,7/19/2015,8,260,3082775,TX,75043,TX,1749.88,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,NULL,NULL,0
0,6535C976-0093-4D70-AD68-1D34317C72A5,1/28/2015,0,3.45,0,1320.11,700,620.11,70.09,23.95,10,11/23/2015,10,261,3082994,TX,77979-4741,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,2/16/2015,General,Personal DBA,NULL,8/3/2015,NULL,0
0,261BDBDD-AF10-4B6D-ADEF-A79D5D046FF8,2/9/2015,0,0,0,572.04,169.26,402.78,41.42,23.95,9,11/13/2015,9,262,3064309,FL,32174-8832,TX,-7.38,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,2/10/2016,Services,General Other,NULL,NULL,NULL,0
0,FDE18256-2034-44EB-B0F8-BD28E6BC6630,6/25/2015,0,8.82,0,1232.7,439.42,793.28,89.62,23.95,10,4/25/2016,10,263,3090175,TX,77619-1487,TX,0,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/24/2015,Services,General Other,NULL,1/4/2016,NULL,0
0,1D69DDD4-CE7F-41C0-B3B8-EFAA835B7C92,6/25/2015,0,0,0,826.69,337.92,488.77,55.23,23.95,10,4/19/2016,10,264,3025996,TX,76040-7720,TX,0,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,10/23/2018,1,3/21/2014,1,5/5/2015,Transportation,General Transportation,NULL,NULL,NULL,0
0,2F04B923-3016-4845-8840-4E6FC78122F9,2/16/2015,0,86.12,0,10676,2681,7995,480.32,14.5,9,11/18/2015,8,265,3083895,TX,78573-1505,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,5/28/2015,1,5/28/2015,Transportation,General Transportation,NULL,4/28/2015,NULL,0
0,52F1333F-0365-4BAC-8922-151B9A9B8321,2/17/2015,0,93.44,0,12569.4,3554.85,9014.55,329.4,14.5,5,7/25/2015,5,266,3083996,TX,78521-5249,TX,0,NULL,4,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,6/19/2017,1,6/19/2017,1,4/4/2018,Real Estate,General Fin/Ins/Real,NULL,NULL,NULL,0
1,4EB2B748-5563-4E4C-9E40-11E52F21EE72,2/17/2015,0,104.48,0,6321,1427.4,4893.6,331.1,14.5,10,12/13/2015,9,267,3083997,TX,78572-7974,TX,205.59,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/21/2015,1,4/21/2015,Transportation,Trucking,NULL,12/23/2015,NULL,0
0,05283AE4-99A4-48A5-9062-D3E6BFE694B2,2/17/2015,0,0,0,4191.49,1235.37,2956.12,225.47,17.95,9,11/17/2015,9,268,3039663,LA,71106-9346,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,3/15/2013,Services,General Other,NULL,NULL,NULL,0
0,FB898583-34F3-467F-854F-94C3AD6618E8,2/20/2015,0,10.36,0,1646,800,846,86.67,23.95,9,10/20/2015,9,269,3084130,TX,76401-5906,TX,846,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,2/25/2015,1,2/25/2015,Services,General Other,NULL,10/30/2015,NULL,0
0,58CEB079-D8C3-46CE-8A3B-73AF70D52D4A,2/24/2015,0,16.65,0,996.65,399.16,597.49,67.51,23.95,10,12/6/2015,10,270,3035198,TX,79015-6607,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,6/10/2013,General,General Blended,NULL,11/16/2015,NULL,0
0,74D2D990-008F-4467-8C40-CDD56A6B8298,2/24/2015,0,0,0,3695.98,1160.25,2535.73,193.43,17.95,9,10/15/2015,1,271,3062787,TX,77040-6505,TX,0,NULL,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,7/7/2015,1,7/7/2015,Services,General Services,NULL,3/25/2015,NULL,0
0,D3C4DF80-9224-4742-957E-81DAC88118D2,3/2/2015,0,0,0,7313.5,1903.38,5410.12,332.06,14.5,9,11/28/2015,9,272,3040927,OH,44122-5227,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,3/23/2013,0,NULL,1,3/25/2013,Services,Medical,NULL,NULL,NULL,0
0,529652CF-CBF2-49DE-B7ED-BB0233007192,1/8/2015,0,28.55,0,7381.47,2032.87,5348.6,361.9,14.5,10,11/13/2015,8,273,3035960,TX,76107-2611,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,Educational Services,NULL,9/23/2015,NULL,0
0,A8A65533-D018-4CF6-B9B0-353D86F9CDDE,1/8/2015,0,549.04,0,17356.31,4470.33,12885.98,840.02,13.98,10,11/7/2015,10,274,3038637,TX,75207-5003,TX,0,NULL,5,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/28/2013,0,NULL,1,2/28/2013,Construction,General Construction,NULL,11/17/2015,NULL,0
0,90B186D4-DF58-4AF0-911C-21B45CC75A20,1/12/2015,0,0,0,1484,446,1038,88.17,19.95,9,10/11/2015,9,275,3034687,NC,28277-2176,TX,0,NULL,NS,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/10/2013,0,NULL,1,2/11/2013,Services,General Services,NULL,NULL,NULL,0
1,60D917C5-18D5-4043-95A6-BCBECE697BD7,7/10/2015,0,19.22,0,1332,600,732,36.6,23.95,2,8/29/2015,0,276,3090806,TX,75001,TX,201.86,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,General Fin/Ins/Real,NULL,8/10/2015,NULL,0
0,C44D6B7F-7248-4723-B1F7-94A3C0D4DEAE,7/10/2015,0,0,0,943,530.5,412.5,42.27,23.95,9,3/19/2016,4,277,3073003,TX,76107,TX,0,NULL,NULL,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,7/27/2015,1,7/17/2014,General,Technical Assortment,NULL,NULL,NULL,0
0,165FA97F-4093-4D34-86BF-5ACF8149A826,1/15/2015,0,0,0,4202.3,1163.08,3039.22,231.83,17.95,9,10/9/2015,9,278,3034981,CA,93619-2013,TX,0,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,General Other,NULL,NULL,NULL,0
0,16783091-DDDF-4F1A-BA8E-36AC38BB3789,3/12/2015,0,51.06,0,11983,2396.6,9586.4,624.9,13.98,10,1/8/2016,10,279,3043818,AR,72117-0954,TX,479.32,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,9/14/2015,Transportation,General Transportation,NULL,10/13/2015,NULL,0
0,113F88AC-ED26-4B68-B367-B17E4FF4F48B,3/18/2015,0,0,0,5381.87,1217,4164.87,313.43,16.1,10,12/21/2015,10,280,3085403,TX,75043-8031,TX,176.45,NULL,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4/2/2018,1,4/2/2018,1,4/2/2018,Real Estate,Real Estate,NULL,NULL,NULL,0
0,8AFBCF94-CC22-41CA-A5C8-AA8DF02B22E9,3/19/2015,0,9.8,0,1432.02,631.76,800.26,81.92,23.95,9,12/9/2015,9,281,3085497,CA,92648-8143,TX,0,NULL,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,6/19/2015,Real Estate,Real Estate,NULL,9/21/2015,NULL,0
1,59B32B8E-F92D-4E2C-952B-D9342984AC1E,3/23/2015,0,0,0,2129.68,667.42,1462.26,124.26,19.95,9,12/24/2015,0,282,3085604,TX,77498,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Construction,Builder,NULL,5/4/2015,NULL,0
0,AEE09428-3928-451D-A809-DCC7A38C7225,3/23/2015,0,33.28,0,905,226.25,678.75,69.51,23.95,9,12/13/2015,9,283,3085608,NM,87571-3531,TX,0,NULL,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,4/15/2015,1,4/15/2015,General,General Other,NULL,12/23/2015,NULL,0
0,49B656CD-0A48-41FF-AAAB-A5C12F0801EA,3/25/2015,0,0,0,14860.05,4249.07,10610.98,584.97,14,10,1/23/2016,10,284,3085786,TX,78586-8229,TX,401.86,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,NULL,NULL,NULL,0
1,64E455BD-1C99-46D9-84E1-2E91A3DB3A3A,4/3/2015,0,148.31,0,28239,7059.75,21179.25,868.55,8.85,10,1/16/2016,9,285,3086278,TX,75206-5041,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,1/26/2016,NULL,0
0,D292CA6F-92E3-4306-8FAA-8325CA4EDE41,4/3/2015,0,24.06,0,3566.5,1248.33,2318.17,87.38,14.95,5,8/16/2015,5,286,3086278,TX,75206-5041,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,4/27/2015,NULL,0
0,7D859DCE-A8D2-490C-973E-10FB3DC8CE8F,4/13/2015,0,6.9,0,2017.31,730.83,1286.48,94.42,15.7,10,2/8/2016,10,287,3086633,TX,77073-5591,TX,6.39,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,General Transportation,NULL,10/19/2015,NULL,0
0,35F26016-43CE-4408-B8D0-8D085E412B30,4/17/2015,0,2.02,0,590,260,330,33.78,23.95,9,12/18/2015,1,288,3086902,CO,80214,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Services,NULL,5/26/2015,NULL,0
0,F4ECF1CD-D76A-40A8-8C43-3309FC5A955D,4/17/2015,0,0,0,1965.28,840.28,1125,105.4,19.95,10,1/28/2016,10,289,3086908,TX,75845-5113,TX,0,NULL,2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,5/6/2015,Agriculture,Forestry,NULL,NULL,NULL,0
1,D5CD4121-66FB-48E4-8BE6-41806DBABC97,4/22/2015,0,8.8,0,2465.39,841.35,1624.04,136.56,17.95,10,2/22/2016,2,290,3069090,TX,76111-6328,TX,0,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Other,NULL,8/3/2015,NULL,0
0,9D759E35-A81A-4EEE-9AC4-EC5CD81739AF,7/14/2015,0,32.98,0,8490.37,2299,6191.37,403.63,13.98,10,4/9/2016,10,291,3090983,TX,75070-5551,TX,295.9,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,1,8/26/2015,General,Personal DBA,NULL,8/19/2015,NULL,0
0,5CEB20C4-5D8C-4E82-AA11-17AAC0A5BCC7,1/22/2015,0,0,0,8993,1798.6,7194.4,469,13.98,10,11/4/2015,10,292,3062979,TX,76502-5599,TX,359.72,NULL,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2/21/2018,1,2/21/2018,1,2/21/2018,General,Personal DBA,NULL,NULL,NULL,0
0,A55BFF3C-2C9C-480E-902C-38A0C2048658,1/22/2015,0,186.69,0,6599.88,1679.97,4919.91,413.79,17.95,10,11/15/2015,10,293,3058057,TX,75202-4041,TX,248.2,NULL,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,8/16/2017,1,8/16/2017,1,7/17/2017,Services,General Other,NULL,11/25/2015,NULL,0
0,7B36990F-4F9F-445E-9E99-7EB2760BB040,1/23/2015,0,0,0,23192.44,5061.86,18130.58,874.06,12.7,8,7/1/2015,8,294,3082767,TX,75043-8031,TX,1161.59,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,6/20/2017,0,NULL,1,6/20/2017,Real Estate,Real Estate,NULL,NULL,NULL,0
0,AAD6E316-F8B1-45AF-883A-0342FAACE2C5,7/23/2015,0,19.85,30,891.73,297.93,593.8,60.86,23.95,9,4/17/2016,9,295,3091404,TX,77708-2133,TX,0,NULL,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,1,8/15/2015,1,8/17/2015,General,Personal DBA,NULL,4/27/2016,NULL,0
0,952ED962-D78F-4B48-B211-44A06ABF2D7F,7/23/2015,0,0,0,902.23,308.06,594.17,60.85,23.95,9,4/19/2016,9,296,3052936,TX,78729-1818,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,General,Personal DBA,NULL,NULL,NULL,0
0,D2D49985-AA9D-4153-BF91-0F9178A0A27C,7/23/2015,0,0,0,2397,843.75,1553.25,118.5,17.95,9,3/28/2016,9,297,3091418,TX,75104-6047,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Real Estate,Real Estate,NULL,NULL,NULL,0
0,EE41510B-4B40-4B1B-BA99-0D543B66A1A3,7/30/2015,0,0,0,27670.32,5894.06,21776.26,1100.91,12.5,10,5/28/2016,10,298,3091716,TX,77449-1452,TX,1208.07,NULL,3,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Transportation,Trucking,NULL,NULL,NULL,0
0,E50A63FF-82C9-437C-992F-EEDA83E0AF7C,5/14/2015,0,0,0,2123,530.75,1592.25,100.83,14.95,9,2/14/2016,9,299,3088261,CO,81040-0154,TX,0,NULL,NULL,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,NULL,0,NULL,0,NULL,Services,General Services,NULL,NULL,NULL,0
